datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_2.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_3.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_4.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_5.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_6.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_1.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_3.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_4.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_5.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_6.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_2.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_4.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_5.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_6.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_3.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_5.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_6.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_4.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_5.png,datasets/cedar/true\original_1_6.png,1
datasets/cedar/true\original_1_5.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_5.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_5.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_5.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_6.png,datasets/cedar/true\original_1_7.png,1
datasets/cedar/true\original_1_6.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_6.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_6.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_7.png,datasets/cedar/true\original_1_8.png,1
datasets/cedar/true\original_1_7.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_7.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_8.png,datasets/cedar/true\original_1_9.png,1
datasets/cedar/true\original_1_8.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_9.png,datasets/cedar/true\original_1_10.png,1
datasets/cedar/true\original_1_9.png,datasets/cedar/false\forgeries_1_2.png,0
datasets/cedar/true\original_1_2.png,datasets/cedar/false\forgeries_1_5.png,0
datasets/cedar/true\original_1_1.png,datasets/cedar/false\forgeries_1_4.png,0
datasets/cedar/true\original_1_10.png,datasets/cedar/false\forgeries_1_5.png,0
datasets/cedar/true\original_1_4.png,datasets/cedar/false\forgeries_1_6.png,0
datasets/cedar/true\original_1_4.png,datasets/cedar/false\forgeries_1_2.png,0
datasets/cedar/true\original_1_3.png,datasets/cedar/false\forgeries_1_9.png,0
datasets/cedar/true\original_1_2.png,datasets/cedar/false\forgeries_1_8.png,0
datasets/cedar/true\original_1_2.png,datasets/cedar/false\forgeries_1_4.png,0
datasets/cedar/true\original_1_9.png,datasets/cedar/false\forgeries_1_7.png,0
datasets/cedar/true\original_1_7.png,datasets/cedar/false\forgeries_1_10.png,0
datasets/cedar/true\original_1_2.png,datasets/cedar/false\forgeries_1_2.png,0
datasets/cedar/true\original_1_8.png,datasets/cedar/false\forgeries_1_6.png,0
datasets/cedar/true\original_1_6.png,datasets/cedar/false\forgeries_1_5.png,0
datasets/cedar/true\original_1_1.png,datasets/cedar/false\forgeries_1_5.png,0
datasets/cedar/true\original_1_10.png,datasets/cedar/false\forgeries_1_8.png,0
datasets/cedar/true\original_1_9.png,datasets/cedar/false\forgeries_1_9.png,0
